,formula,ident,sg_num,pearson,gii,gii_softBV
3919,BaCrS2,165626,59,oP8,0.2218999468,0.325934
3920,Hg(Mo3Cl7)2,26046,201,cP84,0.2219068458,0.20003
3921,KAsF6,59413,148,hR8,0.22202417500000002,0.011202
3922,Ti3O5,194464,15,mC32,0.2221027528,0.17052299999999998
3923,Ba6Zn7F26,60953,12,mC78,0.2221692297,0.077376
3924,Cs2DyCl5,16409,62,oP32,0.2221961731,0.098775
3925,Er2Tc2O7,109081,227,cF88,0.2222571228,
3926,Sn(Mo2O3)2,92839,127,tP22,0.222276413,
3927,Li2GeF6,23406,136,tP18,0.22236945160000002,0.187904
3928,V5(PbO6)2,94438,13,mP38,0.22242386890000002,0.170393
3929,V2Ni2O7,2358,14,mP44,0.2224478134,0.142558
3930,BaAl2O4,16845,182,hP14,0.2225907987,0.233782
3931,ReBi3O8,185903,198,cP96,0.2226301812,0.14440899999999998
3932,Sm(Mo3S4)2,600668,1,aP45,0.22263574090000002,0.157778
3933,TiIN,27394,59,oP6,0.2227295017,
3934,AgC2N3,429836,152,hP18,0.2229271233,
3935,Sr2SnO4,150383,56,oP28,0.2229336758,0.277918
3936,Cs2HgO2,25513,139,tI10,0.2230611901,0.47038399999999997
3937,DyAgSe2,605084,109,tI16,0.22312796910000002,
3938,RbMnO4,89507,62,oP24,0.2233136745,0.044853
3939,Na5ReO6,38382,12,mC24,0.2233167789,0.189503
3940,Rb2SnO2,24805,19,oP20,0.2233203716,0.347586
3941,Rb2Ni3S4,646311,69,oF36,0.223367785,0.240702
3942,NaCrSe2,42392,166,hR4,0.223430552,0.187419
3943,Sm3RuO7,93667,63,oC44,0.2236357064,0.16794
3944,Ca4P2O9,2631,4,mP60,0.22383903530000002,0.12946000000000002
3945,RbReO4,5920,88,tI24,0.223877393,0.013654
3946,RbGa3S5,419822,14,mP36,0.22393043310000002,0.123014
3947,BaYb2O4,427493,62,oP28,0.22395401550000002,0.13986099999999999
3948,K9Fe2Se7,73055,198,cP72,0.2241780358,
3949,Nd2ZrS5,430100,62,oP32,0.22420234,0.259197
3950,Ba(FeSe2)2,238713,87,tI14,0.2242543363,
3951,K2TaF7,19067,14,mP40,0.2242701446,0.056842
3952,RbScS2,244229,166,hR4,0.22442983260000002,0.138605
3953,TaBiO4,97423,52,oP24,0.2244796211,0.228812
3954,NaTlO2,25510,166,hR4,0.2244839107,0.051286
3955,Ca4PdO6,88134,167,hR22,0.2245545257,0.20516399999999999
3956,RuF4,165399,14,mP10,0.2248293864,
3957,Sm(Mo3S4)2,644276,1,aP45,0.2249079058,0.163745
3958,Ba3CrO5,73893,140,tI36,0.22491003750000002,0.24073399999999998
3959,KBiO3,76976,201,cP60,0.22502469060000002,0.167684
3960,MgPdF6,26163,148,hR8,0.2250788558,0.15506599999999998
3961,Ba2WO5,62489,62,oP32,0.2251547308,0.21978499999999998
3962,WSF4,37245,29,oP48,0.2252650521,
3963,K2Hf2O5,180185,52,oP36,0.2252898783,0.22716599999999998
3964,KFeO2,200255,61,oP64,0.2253537642,0.11535799999999999
3965,Ca2RuO4,56584,14,mP28,0.2254889977,0.249832
3966,Li3UO4,109090,139,tI16,0.22549513910000002,0.21609099999999998
3967,RePCl9,410188,2,aP22,0.2256219206,0.148901
3968,Cs5Ga3Se7,30811,12,mC60,0.2256960369,0.072034
3969,U3Cu2S7,82155,173,hP24,0.2257568128,0.143477
3970,Rb3Sb5O14,411548,55,oP88,0.22578396650000002,0.131098
3971,Rb3FeS3,425089,64,oC56,0.22582687580000002,
3972,V2Zn3O8,23776,64,oC52,0.22596913500000002,0.131927
3973,Ca2CrO4,4645,142,tI56,0.2259808584,0.28476
3974,Ca2FeN2,72389,12,mC20,0.2260198692,0.079744
3975,Ti(CuS)4,82558,121,tI18,0.2260580566,0.144505
3976,ZnO,647683,216,cF8,0.22608411050000002,0.274557
3977,Be3P2,616384,206,cI80,0.226183598,
3978,Li7TaN4,67560,205,cP96,0.2262160359,0.055777
3979,Cs3PSe4,415021,62,oP32,0.22634391250000002,0.121082
3980,Cu2GeS3,85138,9,mC24,0.2264139604,0.17769000000000001
3981,NaScS2,644971,166,hR4,0.2264913235,0.161607
3982,Sr2As2O7,190008,76,tP88,0.22649386670000002,0.109466
3983,TlNiO3,95948,14,mP20,0.2265077356,0.274687
3984,SrSeO4,40923,14,mP24,0.22653248650000002,0.019434
3985,MoCl2,300273,64,oC72,0.22654258200000002,0.22472099999999998
3986,Rb3PbCl5,89570,62,oP36,0.2266195658,0.166705
3987,Os(SeBr6)2,183271,12,mC30,0.22664680950000002,0.031448
3988,RbMnF4,72395,14,mP24,0.2267836796,0.038967
3989,Ca2NCl,153101,166,hR4,0.22678837300000002,0.260768
3990,Cu3SbS4,412239,121,tI16,0.22682626400000003,0.17185699999999998
3991,Ca2P2O7,36450,76,tP88,0.2268285375,0.10054099999999999
3992,UCdO4,26427,166,hR6,0.22686954720000002,0.20279000000000003
3993,CsInCl3,101905,87,tI100,0.2268711122,0.134242
3994,Fe2GeSe4,87086,62,oP28,0.2269103227,
3995,Sr2CuF6,9926,64,oC36,0.2269476278,0.13034199999999999
3996,NbXeF11,33245,62,oP52,0.2269750633,0.122164
3997,Rb3(Cu4S3)2,10055,11,mP34,0.22709755210000002,0.225092
3998,Rb3FeSe3,430637,64,oC56,0.2271898353,
3999,NbSbF10,16095,2,aP24,0.2272064825,0.130916
4000,Cu2SiS3,70057,36,oC24,0.2272629019,0.192677
4001,CsAgO,25745,87,tI24,0.227404126,0.343227
4002,CuPN2,194793,122,tI16,0.22764034970000002,
4003,Y2V2O7,160865,227,cF88,0.2276660205,0.14374699999999999
4004,Pr3RuO7,90848,63,oC44,0.2277096331,0.143404
4005,CsTiF4,27230,129,tP24,0.2277699869,0.052982999999999995
4006,Mg(RhO2)2,109299,227,cF56,0.2277924532,0.18370399999999998
4007,Ba3Te4O11,37069,2,aP36,0.2277975558,0.077054
4008,P2PtO7,200871,14,mP40,0.22789806540000002,0.236342
4009,Ag3AuSe2,15734,214,cI48,0.2279393147,0.372009
4010,Eu2Ru2O7,109306,227,cF88,0.227951324,0.16218000000000002
4011,RbAlF4,200638,127,tP12,0.22802648190000002,0.060145
4012,Cu2SnSe3,97966,9,mC24,0.2280594994,0.24148499999999998
4013,Na2ZrSe3,412158,12,mC24,0.2280742165,
4014,Na5TlO4,2265,61,oP80,0.2281074939,0.221745
4015,RbNbO3,16380,2,aP20,0.2282232498,0.18584
4016,VSO5,18307,85,tP14,0.22824723530000002,0.210111
4017,K2Cr3O10,8175,14,mP60,0.2283057806,0.155976
4018,LiV6O13,280870,12,mC80,0.2285083226,0.18284799999999998
4019,Li3BN2,155126,141,tI48,0.2285987999,0.200368
4020,KLiS,47229,129,tP6,0.2286737926,0.22444699999999998
4021,NdScS3,645859,33,oP20,0.22870448640000002,0.15095799999999998
4022,RbCrCl3,2225,12,mC20,0.22871351880000002,0.036119
4023,EuNiO3,91047,62,oP20,0.2287793462,0.14798699999999998
4024,TlCdCl3,39807,62,oP20,0.22891087070000002,0.113869
4025,HgSeO3,412547,14,mP20,0.2290312965,0.063512
4026,Hg2P2O7,59280,2,aP22,0.2290378981,0.103126
4027,Nd3MoO7,153052,19,oP44,0.22920013420000002,0.17802099999999998
4028,MnAgO4,36072,14,mP24,0.2292458494,0.182935
4029,Cs2NiO2,423923,139,tI10,0.229275212,0.48058799999999996
4030,Sr2SnO4,81852,64,oC28,0.22929491700000001,0.278374
4031,Cu2SnSe3,250808,9,mC48,0.2293282382,0.235729
4032,LaMnO3,54919,14,mP20,0.2294495034,0.297302
4033,Sr(CuO)2,25002,141,tI20,0.2294716297,0.337403
4034,CsTlF3,193792,225,cF40,0.229495785,0.163344
4035,Ba(SbS2)2,38372,14,mP56,0.2295072776,0.08609499999999999
4036,Al2HgSe4,25638,82,tI14,0.2295404628,0.020326
4037,BaBrF,2294,129,tP6,0.22954618340000002,0.111076
4038,Hf(CuP)2,53287,164,hP5,0.2295968539,
4039,BaB4O7,185671,14,mP96,0.2296015425,0.11456699999999999
4040,RbAsF6,408069,148,hR8,0.22975725660000001,0.037515
4041,CrBrO,27092,59,oP6,0.2298300829,0.14501799999999998
4042,NaRuO2,170347,166,hR4,0.22992486040000001,0.17579899999999998
4043,Mg(InS2)2,639944,227,cF56,0.2301097497,0.220236
4044,K6HgS4,266,186,hP22,0.23015354940000002,0.309187
4045,Na2TeO4,1108,60,oP28,0.2301872841,0.185336
4046,Sr3Te4O11,88996,1,aP36,0.2302658195,0.153415
4047,Cs3Mo2Cl9,26212,194,hP28,0.2302759527,0.13388899999999998
4048,NaNp3F13,35343,194,hP68,0.23029283860000002,
4049,PrScS3,649276,33,oP20,0.2304010309,0.146745
4050,NbAgO3,253531,57,oP40,0.2307070111,0.08839699999999999
4051,Sr(ReO4)2,142692,14,mP44,0.23072703700000002,0.143818
4052,Na6CdCl8,35070,225,cF60,0.2307572535,0.16044
4053,Sr2Bi2O5,86415,62,oP36,0.230846072,0.162321
4054,Sr2VO4,69012,139,tI14,0.2308754495,0.222491
4055,V3As2O9,424067,100,tP28,0.2309449876,0.21021099999999998
4056,Ce2ZrSe5,430659,62,oP32,0.2309565691,
4057,Pr2CuO4,91071,139,tI14,0.2309625445,0.165539
4058,Cr2Te4O11,1,14,mP34,0.2309868705,0.28278000000000003
4059,BaRuO3,173866,194,hP30,0.2310147224,0.19944699999999999
4060,LiErSe2,44966,166,hR4,0.23109774260000002,0.135156
4061,Na4SnO4,202818,2,aP18,0.2312225675,0.302718
4062,SrPbF6,130073,132,tP16,0.2313315396,0.297546
4063,Eu2Zr2O7,173950,227,cF88,0.2313462637,0.218383
4064,Na2MgCl4,69343,55,oP14,0.2313897322,0.106763
4065,Bi2Ir2O7,237820,227,cF88,0.2313969214,0.210327
4066,CsVF4,167354,59,oP24,0.23140954360000002,0.039542999999999995
4067,NaIO3,202679,62,oP20,0.2315477098,0.06872199999999999
4068,Na14Mn2O9,1563,147,hP25,0.23162282050000002,0.36011699999999996
4069,CsTi2Cl7,67168,13,mP20,0.23162788820000002,0.130719
4070,CsIn3O5,23630,62,oP36,0.23166867400000002,0.27811199999999997
4071,Na2V3O7,88780,159,hP72,0.2317258829,0.183752
4072,SrNb6O16,60783,38,oC46,0.2317580357,0.180562
4073,Ag2S,259029,14,mP12,0.2317656196,0.21365699999999999
4074,Cd3SiO5,23170,129,tP18,0.23181456320000002,0.24271299999999998
4075,CsMnF4,72396,85,tP24,0.2318801147,0.051474
4076,Zn3(BO3)2,26809,9,mC88,0.2320950495,0.206275
4077,SrCr2O7,28411,137,tP80,0.2321905877,0.21396
4078,LaCuSe2,628252,14,mP16,0.2322402465,
4079,Eu(YSe2)2,631671,62,oP28,0.23243044270000002,
4080,Na8Si7O18,85551,166,hR33,0.23254585800000002,0.18750899999999998
4081,RbLaO2,27331,166,hR4,0.232663685,0.317138
4082,BeSO4,16832,82,tI12,0.23284952920000002,0.156007
4083,ReHg2O5,74886,2,aP32,0.23286012150000002,0.087493
4084,Ba2In2O5,73937,46,oI36,0.2330686768,0.171853
4085,Pr2ZrS5,430780,62,oP32,0.2330727625,0.252923
4086,CaRhO3,164775,62,oP20,0.2331134662,0.20682299999999998
4087,P2W5O19,35262,4,mP52,0.2331151793,0.14282699999999998
4088,Ba(TeO3)2,253016,63,oC36,0.2332104643,0.11724699999999999
4089,Fe(RhS2)2,174045,227,cF56,0.23323538500000002,
4090,Sr2IrO4,193883,142,tI56,0.2332997288,0.24804299999999999
4091,CsAsF6,408070,148,hR8,0.233440377,0.044657999999999996
4092,Cs2PbO3,2908,36,oC24,0.2337179227,0.320527
4093,NaTh3F13,423678,194,hP68,0.2338609889,0.18581499999999998
4094,K2Mn3S4,411172,13,mP18,0.2338687166,0.069477
4095,Gd2Ti2O7,191619,227,cF88,0.2339121731,0.172457
4096,SmCrS3,88977,62,oP20,0.2339378526,0.23724499999999998
4097,RbRuF6,28693,166,hR8,0.2339972096,0.155584
4098,WO2,74774,62,oP36,0.2340615234,0.15123
4099,ZnCN2,280523,122,tI32,0.23407111390000002,
4100,EuNb8O14,79975,55,oP46,0.2340959138,0.245161
4101,La2Ti2O7,1950,4,mP44,0.23416033090000002,0.129744
4102,Sr2Nb2O7,187,36,oC44,0.2341709318,0.122502
4103,SrB4O7,185674,31,oP24,0.2341736369,0.14773799999999998
4104,Al2CdSe4,606347,227,cF56,0.2342125991,0.173201
4105,Li3BiO3,40245,2,aP56,0.2342904426,0.140756
4106,CaTeO3,260238,4,mP30,0.2343171637,0.177506
4107,NaNbO3,76432,17,oP40,0.2343918168,0.113414
4108,Ba(GaSe2)2,24386,66,oC28,0.2345575101,0.131566
4109,NaNbO3,31867,221,cP5,0.2346481411,0.104935
4110,Mn3Cd2O8,16957,12,mC26,0.234835503,0.231075
4111,CuGeO3,84176,18,oP80,0.2349646463,0.20876000000000003
4112,LiHoO2,109172,14,mP16,0.2349974196,0.22886299999999998
4113,SrIrO3,196446,62,oP20,0.2350539291,0.18845599999999998
4114,NaMo6Cl13,36503,2,aP40,0.23505732000000001,0.23044299999999998
4115,Na3BiO3,23347,217,cI56,0.235131313,0.18032
4116,Gd3ReO8,92578,14,mP48,0.2352098339,0.281128
4117,K9Fe2O7,174311,198,cP72,0.2352776028,0.358271
4118,Y2O3,647650,12,mC30,0.23532245940000002,0.158057
4119,Cd2Te2O7,413057,2,aP44,0.2354807231,0.12989799999999999
4120,NaNdO2,31317,141,tI16,0.23548184390000002,0.296502
4121,Sr3WO6,247338,1,aP60,0.23561184940000002,0.179387
4122,NbPCl10,26096,2,aP24,0.2356367879,0.14829299999999998
4123,Ag6Mo10O33,18300,2,aP49,0.23567472220000002,0.129137
4124,Mn4SiO7,36273,173,hP24,0.2357260049,0.21692699999999998
4125,KSb5S8,143978,7,mP56,0.23576974450000002,0.09486699999999999
4126,KBS2,79614,167,hR24,0.2358346732,0.23035499999999998
4127,LaNb5O14,33783,57,oP80,0.2358873663,0.17413199999999998
4128,FeSeCl7,39529,1,aP18,0.23589377600000003,0.117175
4129,BaPbO3,67299,12,mC20,0.236087614,0.161484
4130,ThTa2O7,67393,12,mC40,0.23611412780000002,0.098367
4131,Rb2Pd3S4,648723,70,oF72,0.2361207702,0.21856499999999998
4132,NiPS3,602341,12,mC20,0.23617825790000002,0.270606
4133,Na5OsO6,49746,12,mC24,0.2361821392,0.152908
4134,Sr2OsO5,252983,62,oP32,0.23618951200000002,0.16006199999999998
4135,Hg2GeSe4,636599,82,tI14,0.23621744360000002,0.100256
4136,Sr2RuO4,78630,139,tI14,0.23647868760000001,0.24587299999999998
4137,Gd2Ru2O7,79332,227,cF88,0.2364836001,0.136275
4138,LuCrO4,95967,141,tI24,0.2367435337,0.282315
4139,YScS3,650835,33,oP20,0.23682503970000002,0.104706
4140,CaAl2O4,180997,14,mP84,0.2369079271,0.178343
4141,V2HgO6,409521,61,oP36,0.23690941570000001,0.259262
4142,CsFeF4,6043,129,tP24,0.2369570966,0.035176
4143,Li8CoO6,21026,185,hP30,0.2369608212,0.446362
4144,Cs4Sb2O5,411212,8,mC22,0.2369737492,0.261872
4145,Ba2Ni3F10,23364,12,mC60,0.2370060042,0.051927
4146,Mn7BiO12,267737,8,mC40,0.2371757115,0.09371199999999999
4147,Ba9(AuO6)2,71673,62,oP92,0.23733788660000002,0.280233
4148,Sr(NO3)2,52352,205,cP36,0.2375464968,0.113498
4149,YbAgO2,163472,166,hR4,0.23757210180000002,0.199069
4150,Hf(MoO4)2,59998,163,hP66,0.23757633960000002,0.161654
4151,In2Cu2O5,29275,3,mP36,0.2375823883,0.23543599999999998
4152,Ba2PbO4,62036,139,tI14,0.2376315826,0.24756399999999998
4153,Mn2Tl2O7,83269,227,cF88,0.23791053880000002,0.418551
4154,LaMn7O12,164177,12,mC40,0.2379345468,0.10659
4155,Na2UF6,31605,150,hP9,0.2379348053,
4156,Hg2SO4,248726,13,mP14,0.2379987522,0.09189000000000001
4157,CsBe2F5,2801,213,cP32,0.23823886030000002,0.11981699999999999
4158,CsMnCl3,21105,166,hR15,0.2382435867,0.1236
4159,RbClO4,63363,62,oP24,0.2382623441,0.059212
4160,Cu5Si2S7,628848,9,mC56,0.23831021330000002,0.194914
4161,Na6CdSe4,34526,186,hP22,0.2383362219,0.25984399999999996
4162,Sm2MoO6,4186,15,mC72,0.23837155740000002,0.160122
4163,LiNbO3,182033,14,mP40,0.2384176754,0.19801000000000002
4164,CsLuS2,73545,166,hR4,0.2384889661,0.096672
4165,NaIO3,20168,33,oP20,0.2386358204,0.067693
4166,K2Sb4S7,25329,15,mC52,0.2386980512,0.115476
4167,BaOs2F12,34731,14,mP60,0.23871763070000002,0.224065
4168,Ba4Ga2S7,201420,11,mP26,0.23875081110000002,0.160687
4169,HgF,72354,139,tI8,0.23878078490000001,0.038758999999999995
4170,Gd3RuO7,92067,63,oC44,0.23881657950000001,0.194371
4171,Cr2FeSe4,625968,12,mC14,0.2389042924,
4172,La6Mo8O33,99589,4,mP94,0.23900501300000002,0.20427399999999998
4173,Rb2PbO3,1413,36,oC24,0.23901776100000002,0.35803
4174,BaZrF6,1697,14,mP32,0.2390219771,0.035967
4175,Ag8SnSe6,95093,31,oP30,0.2390235487,0.161378
4176,SrV2O6,80615,62,oP36,0.2390422345,0.25391199999999997
4177,TlV5S8,100374,5,mC28,0.2391245922,0.167099
4178,Cr2HgO7,416169,145,hP30,0.2391726368,0.17263099999999998
4179,Rb2Zn3O4,40754,15,mC36,0.2393719884,0.31771099999999997
4180,SmNiO3,69789,62,oP20,0.2394645049,0.121555
4181,Cu3PS4,412240,31,oP16,0.2396427057,0.179174
4182,CsCrF4,2278,189,hP18,0.23975480070000002,0.07273199999999999
4183,Na6CoS4,624260,186,hP22,0.23992875730000002,0.09763899999999999
4184,Sr3Zr2O7,12979,36,oC48,0.2399463507,0.274288
4185,Ho2Ru2O7,96730,227,cF88,0.2399620418,0.171822
4186,RbCdF3,49587,221,cP5,0.240042524,0.126827
4187,Na9Fe2O7,412212,29,oP72,0.2400585636,0.308716
4188,Gd2Pt2O7,264487,227,cF88,0.2401230481,0.155174
4189,LiTiSe2,199863,164,hP4,0.24025697680000002,
4190,NaNbO3,28565,123,tP5,0.2403110165,0.120532
4191,Cr2FeO4,192388,62,oP28,0.2403298951,0.11792000000000001
4192,Ca(NO3)2,52351,205,cP36,0.2403701611,0.133411
4193,BaZnO2,25559,152,hP12,0.2404275804,0.22577000000000003
4194,Rb2Cr2O7,15033,14,mP44,0.2404986187,0.094856
4195,Re2PCl13,89514,11,mP32,0.2406676003,0.157874
4196,KMnF3,4054,127,tP20,0.2407200036,0.046480999999999995
4197,NaBiO2,10317,15,mC16,0.2407399212,0.095721
4198,Cs2Sn2O3,24392,62,oP28,0.2407528706,0.269958
4199,Ca4CN4,418945,62,oP36,0.2407588116,0.21095699999999998
4200,Na6PbO5,21036,63,oC48,0.2407929617,0.309847
4201,Ba2SnS4,16273,33,oP56,0.24082292930000002,0.139926
4202,Ca(ZnP)2,619477,164,hP5,0.240878045,0.1145
4203,Rb3SbSe3,89608,198,cP28,0.2410900164,0.23902099999999998
4204,Cs4PbO4,52532,14,mP36,0.24112411700000003,0.347759
4205,CsRuF6,28694,166,hR8,0.2411996201,0.175648
4206,Na3RuO4,153119,12,mC64,0.2412288454,0.2049
4207,Sr(IO3)2,132694,2,aP36,0.24134032330000002,0.054787999999999996
4208,CrN,152809,225,cF8,0.2413747931,
4209,Na5InO4,69630,59,oP20,0.2415544162,0.32492299999999996
4210,Mn(FeO2)2,194838,57,oP28,0.24156714210000002,0.291462
4211,Cu4Bi7S12,64709,12,mC46,0.24157271090000002,0.171619
4212,Li7P3S11,157654,2,aP42,0.241594515,0.217045
4213,Cs2V4O9,79409,122,tI60,0.24207963600000001,0.142158
4214,Cs3BiSe3,85410,198,cP28,0.2420991037,0.26886299999999996
4215,Y2(SO4)3,411220,60,oP68,0.2421234582,0.131399
4216,CsSn2Cl5,93791,140,tI32,0.24214284,0.059588999999999996
4217,Cd(PO3)2,4251,61,oP72,0.24222358,0.20560399999999998
4218,Lu(FeO2)2,257411,6,mP14,0.2422615722,0.22333599999999998
4219,Ho(Mo3S4)2,639429,1,aP45,0.24227869700000002,0.176054
4220,Ca3(AlN2)2,280347,14,mP36,0.2422802823,0.219579
4221,CsSmO2,27337,194,hP8,0.2423194724,0.22078099999999998
4222,Sc2(TeO3)3,238182,14,mP56,0.2424328984,0.058660000000000004
4223,RbNO3,66713,145,hP45,0.2424782077,0.062030999999999996
4224,NaTiO2,43439,166,hR4,0.2425952207,0.30260000000000004
4225,MoO2,108875,14,mP12,0.24259636310000002,0.11446
4226,PtO2,202407,58,oP6,0.2426492684,0.36314199999999996
4227,Cu2S,20560,194,hP6,0.2426655027,0.145926
4228,Cs3As5O9,413151,157,hP17,0.2427115094,0.208751
4229,Ba(TbS2)2,616078,62,oP28,0.24286094530000002,0.203095
4230,BaCuF4,9930,36,oC24,0.24286726520000002,0.08702499999999999
4231,CsMnO4,89508,62,oP24,0.2428950033,0.11454399999999999
4232,Ta2Zn3O8,46001,15,mC52,0.243123675,0.177596
4233,RbAg7S4,71645,85,tP48,0.24313035700000002,0.254455
4234,Pr(CdP)3,88676,194,hP14,0.2431461358,
4235,Ba3In2O6,65258,139,tI22,0.24321649580000002,0.299282
4236,BaNb2O6,39272,14,mP18,0.24328948990000002,0.131391
4237,PAuCl8,62236,74,oI80,0.243576852,0.156892
4238,TbScO3,99544,62,oP20,0.2437019135,0.20135000000000003
4239,GdNiO3,88040,62,oP20,0.2437053186,0.080304
4240,Sm3ReO8,639,14,mP48,0.2437437989,0.24147000000000002
4241,CaPSe3,412765,14,mP20,0.2437648655,
4242,Ho(Mo3S4)2,639427,1,aP45,0.24384095100000003,0.17724299999999998
4243,UMnO4,26938,74,oI24,0.24384500520000002,0.14995899999999998
4244,Ba2ZrF8,85720,62,oP44,0.243878331,0.12378000000000002
4245,NaPO3,174021,2,aP30,0.2438946622,0.226564
4246,Y(IO3)3,417477,14,mP52,0.2439466237,0.127164
4247,P2WO8,50741,62,oP44,0.2440020005,0.22095199999999998
4248,Nb2PdS6,600718,12,mC18,0.2440253773,0.6593019999999999
4249,Ag3AsS4,86227,31,oP16,0.24410888200000003,0.159051
4250,BaMnF5,38317,19,oP28,0.2441911005,0.057595
4251,Rb3PdF5,35285,127,tP18,0.2442896504,0.206432
4252,CsTi2Cl7,411140,11,mP20,0.24437143600000003,0.129459
4253,BaNd2O4,78486,62,oP28,0.2444075011,0.28249599999999997
4254,Cs4Sb14S23,20866,2,aP82,0.2444357336,0.09382399999999999
4255,NaCuO,15099,87,tI24,0.24445036350000002,0.38834599999999997
4256,Mg(BiO3)2,50005,136,tP18,0.2445270024,0.17568599999999998
4257,Na5AlS4,31812,61,oP80,0.2445302417,0.11559799999999999
4258,Ca5Te3O14,245873,64,oC88,0.24463231030000002,0.193461
4259,K4Au6S5,202552,190,hP30,0.2447487465,0.211951
4260,KAgF4,72715,140,tI24,0.2448589029,0.047473999999999995
4261,V5S8,73001,12,mC26,0.2448726381,0.11543
4262,MoPCl9,50441,2,aP22,0.24490427310000001,0.163494
4263,V2PO5,79681,13,mP32,0.24511745610000002,0.25235
4264,KHo2F7,63531,12,mC80,0.2452573906,0.197731
4265,Na3SbS4,44707,217,cI16,0.2453336217,0.12177299999999999
4266,K2PuCl6,202526,12,mC18,0.24535546600000002,
4267,KScS2,244230,166,hR4,0.2453936545,0.143095
4268,Yb2CrS4,626665,29,oP56,0.2453992143,0.313986
4269,LiHO,34888,129,tP6,0.2454574232,0.105707
4270,CaYb2O4,15124,62,oP28,0.2454699676,0.172516
4271,TaVO5,261430,62,oP28,0.2454742996,0.06612799999999999
4272,Cu12Sb4S13,25707,1,aP58,0.2454780726,0.172009
4273,NaVSe2,77597,166,hR4,0.2455824358,0.24409199999999998
4274,Na2RuO4,281692,14,mP56,0.24562577870000002,0.134652
4275,Re2PbO8,201430,157,hP33,0.24567453420000002,0.21159599999999998
4276,ThV2O7,73686,33,oP80,0.2456870186,0.143369
4277,Cu2SnS3,91762,9,mC24,0.2457923269,0.196883
4278,Cs3In2Cl9,2491,167,hR28,0.2458019492,0.041166999999999995
4279,U8FeS17,50229,12,mC52,0.24582122650000002,0.20155499999999998
4280,RbCaF3,201253,221,cP5,0.2459346731,0.160664
4281,Na5Zr2F13,14133,12,mC40,0.245973762,0.190908
4282,SrCN2,75040,62,oP16,0.24599042670000001,0.245663
4283,Eu2Ti2O7,264724,227,cF88,0.24625141760000002,0.1942
4284,KAsO2,413149,57,oP16,0.2464310606,0.100324
4285,Cs3Cu2Cl5,150296,62,oP40,0.2464403734,0.138908
4286,K4Bi2O5,408000,2,aP22,0.2464553616,0.22183699999999998
4287,CsMnF4,14104,129,tP24,0.2466604789,0.06976399999999999
4288,La2Mo4O15,93722,14,mP84,0.2466647914,0.11532
4289,Y3BrO4,419384,63,oC32,0.2466855409,0.142555
4290,Co(RhO2)2,109301,227,cF56,0.2466876678,0.141279
4291,K2Sn2O3,15511,166,hR7,0.2467555167,0.272543
4292,Li2TeO3,4317,15,mC48,0.24679484640000002,0.195763
4293,Y2Te5O13,418855,2,aP40,0.24681869920000002,0.08177899999999999
4294,Cs2Sb4S7,2193,14,mP52,0.2468518827,0.133509
4295,KMnF3,15423,221,cP5,0.2468559784,0.060917
4296,Na4SnO3,49624,9,mC32,0.247190246,0.30897399999999997
4297,Ba2ZnS3,262215,62,oP24,0.2472866769,0.142866
4298,BaNiF4,261190,36,oC24,0.24735139320000002,0.07814499999999999
4299,Li5TlO4,16219,137,tP80,0.2475288482,0.14703000000000002
4300,NbPO5,71549,62,oP28,0.24761394590000002,0.16383699999999998
4301,RbCoF3,410388,194,hP30,0.2476386986,0.092717
4302,CaTeO4,8097,60,oP24,0.2477019967,0.23234000000000002
4303,Rb3FeO3,154371,12,mC28,0.2477180131,0.353908
4304,Cs4Fe3F10,65242,64,oC68,0.2477307877,0.098091
4305,Li7VN4,96939,218,cP96,0.2477547695,
4306,Ba2Tl2O5,6322,62,oP36,0.2477884562,0.22186499999999998
4307,Ba2Bi2O5,69864,14,mP18,0.2477913042,0.164938
4308,SrTe3O8,240868,84,tP24,0.24814224640000002,0.15071
4309,Gd(Mo3S4)2,603451,1,aP45,0.24841054850000002,0.157939
4310,ZrO2,79914,62,oP12,0.2484900471,0.176921
4311,Na2Zn2O3,25617,14,mP14,0.2485085024,0.216643
4312,Sr(BiS2)2,617042,176,hP84,0.248561307,0.139268
4313,Ba2CoF6,21057,139,tI18,0.24876142410000002,0.134954
4314,Cs3Lu2Cl9,87595,167,hR28,0.24880559470000002,0.051132
4315,NbCl4,1010,12,mC20,0.2488825563,
4316,LiYO2,45511,14,mP16,0.24903085500000002,0.25057799999999997
4317,Nb2PdS5,192215,12,mC32,0.24907203120000002,0.27760199999999996
4318,RbCuF3,69656,140,tI20,0.2492018453,0.08744299999999999
4319,VCuO3,195438,204,cI40,0.249245179,0.19329000000000002
4320,Cs4Co3F10,71590,64,oC68,0.24933843490000002,0.088697
4321,Cs3SbSe3,89609,198,cP28,0.2494876838,0.24756799999999998
4322,CsTeF5,200252,62,oP28,0.24949214800000002,
4323,K2V8O21,154164,12,mC62,0.24956748880000001,0.31779599999999997
4324,RbMgCl3,4036,194,hP20,0.2496321158,0.03228
4325,CuO,61323,225,cF8,0.2496513008,0.135956
4326,Na3PSe4,196132,217,cI16,0.2496682711,0.084081
4327,Sr2SnO4,84245,139,tI14,0.2497101977,0.294662
4328,Mg2SiS4,642791,62,oP28,0.249778769,0.129273
4329,Ba2FeSe3,615861,62,oP24,0.2498704136,
4330,ErScS3,631072,33,oP20,0.2499328698,0.123957
